col1,col2
1.011646496140377,0.10263955460158501
1.0352107701658269,0.10809727816510313
1.059323926644253,0.11384520901382819
1.0839987506903959,0.11989877853914667
1.1092483252225742,0.12627423867642232
1.135086037899423,0.13298870553634545
1.1615255882182063,0.14006020535632113
1.1885809947784711,0.14750772289526184
1.2162666027148972,0.15535125240171138
1.2445970913032744,0.16361185129212957
1.2735874817436508,0.1723116966834509
1.3032531451247706,0.18147414493168723
1.3336098105740302,0.19112379433641744
1.364673573597269,0.20128655117950628
1.3964609046128196,0.21198969927534503
1.428988657684341,0.2232619732193348
1.4622740794570674,0.23513363553126274
1.4963348183022078,0.24763655790067485
1.5311889336743447,0.2608043067523651
1.5668549056867977,0.274672233361698
1.6033516449100218,0.2892775687616932
1.6406985023982452,0.3046595236966724
1.6789152799496525,0.3208593938908076
1.7180222406055599,0.33792067091418765
1.758040119394149,0.3558891589440424
1.798990134324453,0.3748130977345907
1.8408939976364254,0.39474329212564946
1.8837739273130574,0.415733248437693
1.9276526588606462,0.43783931811953936
1.9725534573634622,0.4611208490343159
2.0185001298192042,0.4856403447898557
2.0655170377617846,0.511463632541279
2.113629110178136,0.538660039716257
2.1628618567258924,0.5673025801374098
2.213241381258946,0.597468150041517
2.2647943956680567,0.6292377345217951
2.317548234043848,0.6626966249474682
2.3715308671697057,0.6979346479443433
2.4267709173522602,0.7350464065511246
2.4832976735973054,0.7741315341988964
2.541141107139222,0.8152949621956355
2.600331887332123,0.85864720143386
2.6609013979111484,0.9043046390777097
2.722881753632541,0.9523898510259791
2.7863058173013098,1.003031930989951
2.85120721719553,1.056366837069526
2.917620364896496,1.112537756758069
2.985580473534201,1.1716954913559183
3.0551235764578033,1.233998860824577
3.126286546340985,1.299615130168489
3.199107114732331,1.3687204584891135
3.2736238920610967,1.441500371916855
3.349876388108968,1.5181502616905314
3.4279050329586713,1.5988759087215607
3.507751198430536,1.6838940360511614
3.5894572200183843,1.7734328906837404
3.67306641933637,1.867732856358506
3.7586231270886685,1.9670470989044035
3.8461727065742086,2.0716422459109616
3.935761577738889,2.1817991025397334
4.02743724178805,2.297813405398077
4.121248306372241,2.4199966164991817
4.21724451135964,2.5486767594398803
4.315476755208794,2.684199300041116
4.415997121955646,2.8269280738153064
4.518858908829191,2.9772462627505716
4.624116654510367,3.135557424034187
4.731826168049183,3.302286573477039
4.842044558455424,3.4778813265477706
4.954830264978592,3.662813100079901
5.070243088093186,3.857578377878175
5.188344221205687,4.0627000436218275
5.3091962831001265,4.278728784643256
5.432863351139386,4.506244570350788
5.559410995239869,4.745858209264604
5.68890631263753,4.998212988846034
5.8214179634637295,5.263986402522616
5.957016207149733,5.543891968545432
6.0957729396792,5.838681145561815
6.237761731708378,6.149145350046092
6.383057867574244,6.47611808100459
6.531738385211259,6.8204771576590275
6.68388211699789,7.183147076115763
6.839569731554592,7.565101491347876
6.998883776515371,7.967365831153353
7.16190872229564,8.391020049107093
7.328731006879538,8.83720152389749
7.499439081650506,9.307108112831463
7.674123458289378,9.802001367705607
7.852876756764866,10.323209921677032
8.035793754441904,10.872133056226671
8.222971436333852,11.450244457791111
8.41450904652524,12.059096174148467
8.610508140792287,12.700322781179793
8.811072640449131,13.375645771192648
9.016308887448275,14.086878174587946
9.226325700764503,14.835929427277913
9.441234434092134,15.624810496922535
9.661149034886233,16.455639281747
9.886186104779053,17.330646296434082
10.11646496140377,18.252180660356437
10.35210770165827,19.222716404225295
10.59323926644253,20.24485911208683
10.83998750690396,21.321352916498125
11.092483252225744,22.45508786566225
11.350860378994232,23.649107682301256
11.615255882182062,24.90661793509691
11.885809947784715,26.230994644637136
12.162666027148974,27.62579334697232
12.445970913032744,29.094758639114414
12.735874817436509,30.641834232105296
13.032531451247708,32.271173538643886
13.336098105740307,33.98715082369651
13.6467357359727,35.794372948026236
13.9646090461282,37.69769173616894
14.28988657684341,39.70221700206044
14.62274079457067,41.81333026728408
14.963348183022076,44.03669920876815
15.311889336743445,46.37829287472059
15.668549056867972,48.84439770965133
16.033516449100215,51.44163443150376
16.40698502398245,54.17697580620577
16.789152799496527,57.05776536735918
17.1802224060556,60.09173713132385
17.58040119394149,63.28703636062601
17.989901343244533,66.65224143143293
18.408939976364255,70.19638686380225
18.837739273130573,73.92898757653455
19.276526588606465,77.8600644317459
19.725534573634626,82.00017113773906
20.185001298192052,86.36042258240042
20.655170377617846,90.95252467318699
21.13629110178136,95.78880576381684
21.628618567258926,100.88224975203117
22.132413812589466,106.24653093728757
